StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
150,Jasmine White,Biology,Coding Club,Data Analysis,Null,Null,Null,Null,Boston,Freshman,Mathematics,2.93,Japanese,Null,Null,Null,Null,Political Science,4.0
151,Lynn Gonzales,Biology,Volunteer Group,Artistic, Problem Solving, Public Speaking, Leadership, Programming,Chicago,Senior,Psychology,3.71,English, Spanish, German,Null,Null,Urban Planning,80.0
152,Jacob Garrett,Computer Science,Coding Club,Data Analysis, Programming, Public Speaking, Problem Solving,Null,Houston,Senior,Computer Science,2.57,German, English, Japanese, Chinese, French,Space Exploration,15.0
153,Steven Klein,History,Sports Team,Artistic, Problem Solving, Data Analysis, Programming, Leadership,Houston,Sophomore,Psychology,2.78,Chinese,Null,Null,Null,Null,Sustainable Agriculture,12.0
154,Michael Walls,Physics,Art Club,Public Speaking, Data Analysis,Null,Null,Null,Houston,Freshman,Physics,2.63,French, English, Japanese,Null,Null,Space Exploration,10.0
155,Daniel Lester,Computer Science,Coding Club,Public Speaking,Null,Null,Null,Null,San Francisco,Freshman,Biology,2.7,Japanese,Null,Null,Null,Null,Space Exploration,1.0
156,Carol Murray,Biology,Debate Club,Leadership, Programming,Null,Null,Null,Los Angeles,Freshman,History,2.98,Japanese, English, French, Chinese, Spanish,Environmental Sustainability,5.0
157,Vincent Klein,Physics,Art Club,Programming, Public Speaking, Problem Solving, Leadership, Artistic,New York,Freshman,Physics,3.59,Spanish, German, English, Japanese, French,Behavioral Economics,67.0
158,Christina Nichols,Psychology,Volunteer Group,Leadership, Artistic,Null,Null,Null,San Francisco,Freshman,Mathematics,3.68,Chinese, Japanese, English, Spanish, French,Data Science,75.0
159,Mary Vasquez,Psychology,Sports Team,Public Speaking, Artistic, Leadership, Data Analysis,Null,Houston,Graduate,Biology,3.86,German, Spanish, English, French, Chinese,Human-Computer Interaction,96.0
160,Kevin Hale,History,Sports Team,Artistic, Data Analysis, Programming, Problem Solving,Null,Chicago,Junior,Physics,3.34,French, Japanese, English, German, Chinese,Healthcare Management,47.0
161,Walter Greene,Psychology,Sports Team,Public Speaking, Leadership, Programming,Null,Null,Boston,Junior,Mathematics,3.53,French, English, Japanese,Null,Null,Political Science,68.0
162,Devin Sparks,Computer Science,Volunteer Group,Artistic, Problem Solving, Programming, Data Analysis,Null,New York,Freshman,Biology,2.04,Spanish, Japanese,Null,Null,Null,Quantum Computing,7.0
163,Randy Torres,Psychology,Volunteer Group,Public Speaking, Leadership, Artistic, Programming,Null,New York,Graduate,Mathematics,3.6,Chinese, Japanese, German, English, Spanish,Healthcare Management,56.0
164,Sean Avery,Physics,Art Club,Artistic,Null,Null,Null,Null,New York,Sophomore,History,3.38,Chinese, German,Null,Null,Null,Astrophysics,44.0
165,Robert Cunningham,History,Music Club,Problem Solving, Data Analysis, Programming, Leadership, Artistic,San Francisco,Junior,Psychology,3.18,English,Null,Null,Null,Null,Cybersecurity,28.0
166,Elizabeth Maynard,Biology,Sports Team,Data Analysis, Leadership, Problem Solving,Null,Null,San Francisco,Freshman,Computer Science,3.8,English,Null,Null,Null,Null,Cybersecurity,74.0
167,Christopher Ochoa,Mathematics,Music Club,Problem Solving,Null,Null,Null,Null,New York,Freshman,Mathematics,2.31,German, Japanese, Spanish, English,Null,Astrophysics,12.0
168,Dustin Evans,History,Debate Club,Programming, Leadership,Null,Null,Null,Los Angeles,Freshman,Psychology,3.01,German, English, Chinese, Spanish, French,Political Science,36.0
169,Marvin Riley,Computer Science,Art Club,Public Speaking, Programming, Artistic, Data Analysis, Problem Solving,Boston,Senior,Psychology,3.68,Spanish,Null,Null,Null,Null,Biomedical Engineering,77.0
170,Joshua Yates,Biology,Coding Club,Data Analysis, Leadership, Problem Solving, Public Speaking,Null,San Francisco,Senior,Psychology,3.69,Spanish, Chinese, English, German, Japanese,Biomedical Engineering,85.0
171,Dana Thomas,Physics,Debate Club,Artistic, Problem Solving,Null,Null,Null,San Francisco,Junior,Psychology,2.83,French, German, Spanish, Chinese,Null,Political Science,13.0
172,Angela Alvarez,History,Debate Club,Leadership,Null,Null,Null,Null,Los Angeles,Sophomore,History,3.81,French,Null,Null,Null,Null,Bioinformatics,86.0
173,Jenna Bowman,Physics,Debate Club,Problem Solving, Artistic,Null,Null,Null,Los Angeles,Junior,History,3.19,Spanish, German, Chinese,Null,Null,Bioinformatics,35.0
174,Jennifer Ramsey,Mathematics,Coding Club,Artistic, Data Analysis,Null,Null,Null,New York,Senior,History,2.06,French, Chinese, German, Spanish, Japanese,Astrophysics,12.0
175,Aaron Williams,Mathematics,Sports Team,Leadership, Artistic, Programming,Null,Null,San Francisco,Sophomore,Mathematics,3.97,Chinese, German,Null,Null,Null,Social Sciences,100.0
176,Christopher Goodwin,Psychology,Art Club,Problem Solving, Artistic, Programming, Data Analysis, Public Speaking,San Francisco,Graduate,History,3.0,German, Japanese,Null,Null,Null,Behavioral Economics,25.0
177,Amber Shelton,Biology,Debate Club,Programming, Public Speaking, Problem Solving, Leadership, Data Analysis,Los Angeles,Sophomore,Computer Science,3.27,English, German,Null,Null,Null,Environmental Sustainability,49.0
178,Stephanie Mitchell,Biology,Volunteer Group,Data Analysis, Artistic, Public Speaking, Problem Solving, Programming,San Francisco,Graduate,Psychology,2.96,Japanese,Null,Null,Null,Null,Cybersecurity,23.0
179,Jacob Simmons,Psychology,Debate Club,Problem Solving, Leadership, Public Speaking, Data Analysis,Null,Los Angeles,Graduate,Mathematics,3.31,English,Null,Null,Null,Null,Space Exploration,41.0
180,Erin Washington,Computer Science,Art Club,Problem Solving, Leadership, Programming, Artistic, Public Speaking,Boston,Graduate,Psychology,3.81,German, Chinese, Spanish, English, Japanese,Robotics,90.0
181,Danielle Nash,Computer Science,Volunteer Group,Problem Solving, Leadership, Data Analysis, Artistic,Null,Los Angeles,Junior,Computer Science,3.53,Spanish, Japanese, English, German, Chinese,Robotics,69.0
182,Frank Baker,Biology,Art Club,Programming, Data Analysis, Artistic,Null,Null,San Francisco,Senior,Psychology,3.9,Spanish,Null,Null,Null,Null,Renewable Energy,98.0
183,Maria Silva,Computer Science,Volunteer Group,Public Speaking, Leadership, Problem Solving, Programming, Data Analysis,Chicago,Sophomore,Mathematics,3.01,Japanese, Chinese, Spanish, German, English,Nanotechnology,34.0
184,Angela Rogers,History,Volunteer Group,Problem Solving, Artistic, Public Speaking, Data Analysis, Leadership,Chicago,Senior,History,3.38,French, German, English, Chinese, Spanish,Astrophysics,43.0
185,Patty Walker,History,Music Club,Leadership, Programming, Artistic,Null,Null,Chicago,Freshman,History,2.93,Japanese, Chinese, Spanish,Null,Null,Climate Change,20.0
186,Charles Perez,Psychology,Coding Club,Artistic, Data Analysis, Public Speaking, Programming, Leadership,Houston,Graduate,Biology,3.18,English, Japanese, German, French, Spanish,Environmental Sustainability,36.0
187,Ann Small,Physics,Music Club,Leadership, Programming,Null,Null,Null,San Francisco,Junior,Biology,3.27,Chinese, English, German, Spanish, Japanese,Behavioral Economics,52.0
188,Howard Cox,Biology,Music Club,Programming, Data Analysis, Public Speaking, Artistic, Leadership,Houston,Junior,Computer Science,2.77,German, English,Null,Null,Null,Educational Technology,8.0
189,Carlos Rodriguez,Mathematics,Coding Club,Programming, Artistic, Data Analysis, Leadership,Null,Houston,Sophomore,Biology,3.22,Spanish, English, French, German, Chinese,Cybersecurity,52.0
190,Curtis Andrews,Mathematics,Volunteer Group,Programming, Artistic,Null,Null,Null,San Francisco,Freshman,Psychology,3.19,French, English, German, Japanese, Chinese,Environmental Sustainability,35.0
191,Jonathan Castro,Computer Science,Volunteer Group,Public Speaking, Data Analysis,Null,Null,Null,Chicago,Sophomore,Mathematics,2.4,German, Spanish, English, Japanese,Null,Cognitive Psychology,22.0
192,Mary Smith,Biology,Coding Club,Programming,Null,Null,Null,Null,Los Angeles,Sophomore,Psychology,3.92,English, French, German, Japanese,Null,Astrophysics,100.0
193,Christopher Schmidt,Physics,Art Club,Artistic,Null,Null,Null,Null,Boston,Junior,Biology,2.19,German, Japanese, Spanish, English, French,Human-Computer Interaction,1.0
194,Traci Hughes,Mathematics,Coding Club,Leadership,Null,Null,Null,Null,Boston,Sophomore,History,2.01,English, Spanish,Null,Null,Null,Quantum Computing,15.0
195,Christopher Barnett,Computer Science,Volunteer Group,Programming,Null,Null,Null,Null,San Francisco,Graduate,Biology,2.12,French, Japanese,Null,Null,Null,Educational Technology,18.0
196,Jessica Wood,Biology,Sports Team,Programming, Problem Solving, Data Analysis, Artistic, Public Speaking,Houston,Senior,Physics,3.09,French, Chinese, Japanese,Null,Null,Environmental Sustainability,36.0
197,Melissa Ball,Psychology,Volunteer Group,Leadership, Programming,Null,Null,Null,Chicago,Junior,Biology,2.64,Japanese,Null,Null,Null,Null,Human-Computer Interaction,10.0
198,David Johnson,Mathematics,Sports Team,Data Analysis,Null,Null,Null,Null,Los Angeles,Senior,Psychology,3.61,Japanese, Spanish, French, English, German,Astrophysics,83.0
199,Tracie Young,Physics,Music Club,Artistic, Public Speaking,Null,Null,Null,New York,Graduate,History,2.85,English, Chinese, Japanese, German, Spanish,Nanotechnology,23.0
200,Robert House,Computer Science,Music Club,Problem Solving, Data Analysis, Leadership, Artistic,Null,Boston,Graduate,History,2.58,French, Spanish, German, Japanese, Chinese,Climate Change,11.0
201,Louis Cook,Biology,Volunteer Group,Data Analysis, Leadership, Artistic, Problem Solving, Public Speaking,New York,Graduate,Computer Science,2.8,French, Chinese,Null,Null,Null,Human-Computer Interaction,8.0
202,Julie Moore,Physics,Music Club,Public Speaking, Artistic, Programming, Data Analysis, Leadership,New York,Freshman,Mathematics,2.14,German, French,Null,Null,Null,Space Exploration,12.0
203,Kevin Maxwell,History,Music Club,Leadership, Artistic, Data Analysis, Problem Solving, Public Speaking,Boston,Freshman,History,3.19,Chinese, Spanish, German, French, English,Healthcare Management,30.0
204,David Rich,History,Debate Club,Leadership, Problem Solving,Null,Null,Null,Houston,Freshman,Computer Science,2.52,Japanese,Null,Null,Null,Null,Healthcare Management,12.0
205,Jennifer Lambert,Psychology,Debate Club,Programming,Null,Null,Null,Null,Chicago,Senior,Computer Science,2.66,French, Spanish, Japanese, German,Null,Human-Computer Interaction,11.0
206,Micheal Clark,History,Sports Team,Data Analysis,Null,Null,Null,Null,Boston,Senior,Biology,3.93,French, Spanish, Japanese, Chinese, English,Data Science,93.0
207,Luis Cobb,Mathematics,Art Club,Problem Solving, Artistic, Data Analysis,Null,Null,San Francisco,Junior,Physics,3.48,French, Spanish, German, English,Null,Cognitive Psychology,62.0
208,Courtney Powell,Physics,Volunteer Group,Data Analysis, Public Speaking, Artistic,Null,Null,San Francisco,Sophomore,Physics,3.31,Chinese, English, German, Spanish, Japanese,Machine Learning,54.0
209,Nathaniel Reynolds,History,Art Club,Problem Solving, Leadership, Artistic, Data Analysis, Public Speaking,Boston,Senior,Computer Science,3.5,French, German,Null,Null,Null,Cognitive Psychology,68.0
210,Kyle Garcia,Mathematics,Music Club,Problem Solving, Public Speaking, Programming, Leadership,Null,Los Angeles,Junior,Physics,3.76,Japanese, German, French,Null,Null,Artificial Intelligence,78.0
211,Michael Butler,Biology,Music Club,Public Speaking, Programming, Data Analysis,Null,Null,Los Angeles,Junior,Computer Science,2.69,Japanese, English, Spanish, French, German,Robotics,10.0
212,Jenna Hanson,Mathematics,Coding Club,Leadership, Programming, Data Analysis, Artistic, Problem Solving,Los Angeles,Senior,Psychology,2.47,Japanese,Null,Null,Null,Null,Cognitive Psychology,18.0
213,Daniel Hall,Physics,Sports Team,Public Speaking, Programming, Data Analysis,Null,Null,Houston,Freshman,Computer Science,3.79,French, German, Japanese, English,Null,Blockchain Technology,74.0
214,Patrick Martin,Biology,Volunteer Group,Artistic,Null,Null,Null,Null,Los Angeles,Freshman,Biology,3.34,English, Japanese, Chinese, Spanish,Null,Natural Language Processing,52.0
215,Donald Norton,Mathematics,Art Club,Leadership, Artistic, Public Speaking, Programming, Problem Solving,New York,Graduate,History,2.99,French, Japanese,Null,Null,Null,Biomedical Engineering,10.0
216,Shelby Hernandez,Mathematics,Volunteer Group,Public Speaking, Artistic, Data Analysis, Leadership, Programming,Boston,Junior,History,3.16,French, Chinese, German, Japanese,Null,Robotics,26.0
217,Katie Ramirez,Computer Science,Debate Club,Data Analysis, Artistic, Problem Solving, Programming, Public Speaking,New York,Senior,History,2.69,English, Spanish,Null,Null,Null,Biomedical Engineering,19.0
218,Dylan Harrison,Biology,Coding Club,Programming, Artistic, Data Analysis, Leadership, Problem Solving,Los Angeles,Sophomore,Biology,3.06,French, Japanese, Chinese, English, Spanish,Nanotechnology,35.0
219,Richard Dawson,Computer Science,Art Club,Programming, Problem Solving, Data Analysis, Public Speaking, Artistic,Chicago,Senior,Biology,3.59,Spanish, Japanese, German,Null,Null,Machine Learning,68.0
220,Charles West,Psychology,Art Club,Data Analysis, Leadership,Null,Null,Null,San Francisco,Junior,Biology,3.24,Spanish, English, Japanese, German, French,Blockchain Technology,52.0
221,Sarah Woods,Physics,Debate Club,Programming, Data Analysis, Public Speaking, Problem Solving,Null,San Francisco,Sophomore,History,2.1,German, Japanese, Spanish,Null,Null,Artificial Intelligence,5.0
222,Ellen Jordan,History,Volunteer Group,Data Analysis, Artistic, Public Speaking,Null,Null,New York,Sophomore,Physics,3.49,Spanish,Null,Null,Null,Null,Artificial Intelligence,69.0
223,Christina Hines,History,Volunteer Group,Leadership, Problem Solving, Data Analysis,Null,Null,Boston,Junior,Biology,2.06,Japanese, English, Spanish, Chinese, French,Robotics,19.0
224,Sierra Watkins,Psychology,Coding Club,Programming, Public Speaking, Problem Solving, Artistic, Leadership,Chicago,Sophomore,Physics,2.54,French, German, Spanish, Chinese, English,Astrophysics,1.0
225,Robert Moran,Physics,Sports Team,Leadership, Public Speaking, Programming, Problem Solving,Null,Los Angeles,Sophomore,Biology,2.87,Spanish, English, Chinese, German,Null,Machine Learning,21.0
226,Michelle Gibson,Mathematics,Volunteer Group,Leadership, Public Speaking,Null,Null,Null,Los Angeles,Freshman,Computer Science,3.26,Chinese, English, French, German, Japanese,Climate Change,46.0
227,William Delacruz,History,Coding Club,Leadership, Problem Solving, Programming, Public Speaking,Null,Houston,Freshman,Mathematics,3.07,Japanese, Chinese, Spanish, English,Null,Machine Learning,36.0
228,Jennifer Saunders,Psychology,Volunteer Group,Public Speaking,Null,Null,Null,Null,New York,Graduate,Computer Science,2.87,Spanish, French, Chinese, German,Null,Machine Learning,2.0
229,Larry Foster,Computer Science,Sports Team,Leadership,Null,Null,Null,Null,San Francisco,Junior,Mathematics,3.78,German, Spanish, French,Null,Null,Data Science,82.0
230,James Edwards,Computer Science,Coding Club,Programming, Public Speaking, Leadership, Artistic, Data Analysis,Houston,Freshman,Biology,3.27,Chinese, Japanese, French,Null,Null,Natural Language Processing,50.0
231,George Klein,Psychology,Music Club,Programming, Problem Solving, Artistic, Public Speaking, Leadership,San Francisco,Graduate,Biology,2.5,Spanish, English, French, Japanese,Null,Environmental Sustainability,10.0
232,Christina Wells,Biology,Music Club,Data Analysis,Null,Null,Null,Null,Los Angeles,Senior,Mathematics,3.75,Spanish,Null,Null,Null,Null,Blockchain Technology,71.0
233,Steven Fuentes,Biology,Coding Club,Programming, Problem Solving, Data Analysis,Null,Null,San Francisco,Graduate,Biology,2.53,German, Japanese, English, French, Chinese,Educational Technology,3.0
234,Nicholas Marshall,Mathematics,Volunteer Group,Programming, Leadership, Public Speaking, Data Analysis, Problem Solving,Houston,Graduate,Biology,3.47,Spanish, English, Chinese,Null,Null,Biomedical Engineering,58.0
235,Collin Wilson,Biology,Music Club,Problem Solving, Public Speaking,Null,Null,Null,New York,Senior,History,3.64,Spanish, English, French, Chinese,Null,Educational Technology,78.0
236,Lisa Mitchell,Mathematics,Debate Club,Leadership,Null,Null,Null,Null,Chicago,Graduate,Physics,3.25,German, French,Null,Null,Null,Sustainable Agriculture,51.0
237,Mary Elliott,History,Coding Club,Problem Solving, Leadership, Programming, Public Speaking, Data Analysis,Los Angeles,Sophomore,Mathematics,3.06,German, Japanese, French, Spanish,Null,Nanotechnology,33.0
238,Daniel Cardenas,Psychology,Music Club,Problem Solving, Artistic, Leadership, Data Analysis, Programming,Boston,Graduate,History,3.47,Japanese, German, French,Null,Null,Healthcare Management,57.0
