StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset1,Skillset2,Skillset3,Skillset4,Skillset5,Location,YearOfStudy,Major,GPA,Language1,Language2,Language3,Language4,Language5,ResearchInterests,Attendance,SkillCount,LanguageCount,CompositeScore
130,Jenna Goodwin,Biology,Art Club,Problem Solving,Artistic,Public Speaking,Data Analysis,Leadership,San Francisco,Senior,Physics,3.53,German,English,French,Unknown,Unknown,Space Exploration,0.58,5,3,2.05
131,Kyle Vaughn,Biology,Music Club,Public Speaking,Programming,Problem Solving,Artistic,Unknown,Houston,Sophomore,Psychology,2.66,French,Spanish,Unknown,Unknown,Unknown,Data Science,0.04,4,2,1.35
132,Mary Stephens,Psychology,Sports Team,Data Analysis,Artistic,Unknown,Unknown,Unknown,San Francisco,Sophomore,Computer Science,2.22,Chinese,Unknown,Unknown,Unknown,Unknown,Nanotechnology,0.06,2,1,1.14
133,Ryan Miller,History,Debate Club,Leadership,Problem Solving,Artistic,Public Speaking,Unknown,Chicago,Senior,History,2.38,Chinese,Spanish,German,English,Japanese,Educational Technology,0.02,4,5,1.2
134,Robert Morgan,Mathematics,Volunteer Group,Public Speaking,Problem Solving,Artistic,Programming,Unknown,Los Angeles,Freshman,Mathematics,3.13,Spanish,Chinese,French,English,Japanese,Social Sciences,0.28,4,5,1.71
135,Patricia Martinez,Psychology,Music Club,Problem Solving,Leadership,Artistic,Data Analysis,Public Speaking,Houston,Graduate,Physics,3.35,French,German,Spanish,Japanese,English,Nanotechnology,0.54,5,5,1.95
136,Melissa Rodriguez,Biology,Debate Club,Public Speaking,Artistic,Leadership,Unknown,Unknown,San Francisco,Sophomore,Physics,2.33,Japanese,Chinese,French,English,Unknown,Data Science,0.1,3,4,1.22
137,Tracy Williams,Biology,Volunteer Group,Data Analysis,Unknown,Unknown,Unknown,Unknown,New York,Freshman,Computer Science,2.99,German,English,Japanese,Spanish,Chinese,Educational Technology,0.24,1,5,1.62
138,Brian Brooks,Biology,Sports Team,Leadership,Problem Solving,Unknown,Unknown,Unknown,Houston,Freshman,Biology,2.51,English,French,German,Chinese,Spanish,Nanotechnology,0.11,2,5,1.31
139,Angela Sanchez,History,Volunteer Group,Leadership,Public Speaking,Data Analysis,Problem Solving,Programming,Los Angeles,Freshman,Computer Science,3.04,Chinese,Unknown,Unknown,Unknown,Unknown,Robotics,0.39,5,1,1.72
140,Ricardo Moore,Mathematics,Debate Club,Programming,Data Analysis,Problem Solving,Leadership,Public Speaking,New York,Senior,History,2.91,English,Chinese,Spanish,German,Unknown,Astrophysics,0.19,5,4,1.55
141,Ryan Holt,Physics,Coding Club,Programming,Public Speaking,Artistic,Leadership,Data Analysis,New York,Graduate,Physics,2.65,German,Chinese,English,Japanese,Unknown,Robotics,0.08,5,4,1.37
142,Jacqueline Dorsey,Computer Science,Art Club,Leadership,Artistic,Unknown,Unknown,Unknown,Chicago,Junior,Psychology,2.47,English,French,German,Unknown,Unknown,Climate Change,0.01,2,3,1.24
143,Kenneth Edwards,Computer Science,Art Club,Artistic,Problem Solving,Data Analysis,Programming,Unknown,Chicago,Freshman,Psychology,2.82,Japanese,German,English,Chinese,Spanish,Sustainable Agriculture,0.22,4,5,1.52
144,Amy Martin,Biology,Art Club,Artistic,Problem Solving,Leadership,Data Analysis,Programming,Los Angeles,Senior,Biology,3.26,French,English,Spanish,Unknown,Unknown,Cognitive Psychology,0.49,5,3,1.88
145,Stacy Anthony,Psychology,Art Club,Programming,Artistic,Leadership,Data Analysis,Unknown,San Francisco,Graduate,Physics,3.08,English,Spanish,German,Unknown,Unknown,Nanotechnology,0.34,4,3,1.71
146,Hannah Arroyo,Biology,Sports Team,Data Analysis,Leadership,Programming,Artistic,Unknown,Los Angeles,Junior,Computer Science,2.82,Chinese,Unknown,Unknown,Unknown,Unknown,Astrophysics,0.1,4,1,1.46
147,Tina Scott,History,Sports Team,Leadership,Unknown,Unknown,Unknown,Unknown,Los Angeles,Sophomore,Computer Science,3.97,Spanish,English,German,Chinese,French,Cognitive Psychology,0.97,1,5,2.47
148,Erik Kelly,Physics,Music Club,Public Speaking,Problem Solving,Programming,Artistic,Data Analysis,Chicago,Junior,Mathematics,3.61,Japanese,Spanish,German,French,Unknown,Machine Learning,0.82,5,4,2.22
149,John Marshall,Physics,Sports Team,Public Speaking,Data Analysis,Unknown,Unknown,Unknown,Boston,Freshman,Mathematics,2.07,Chinese,German,French,Spanish,English,Cognitive Psychology,0.02,2,5,1.05
150,Jasmine White,Biology,Coding Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Boston,Freshman,Mathematics,2.93,Japanese,Unknown,Unknown,Unknown,Unknown,Political Science,0.04,1,1,1.49
151,Lynn Gonzales,Biology,Volunteer Group,Artistic,Problem Solving,Public Speaking,Leadership,Programming,Chicago,Senior,Psychology,3.71,English,Spanish,German,Unknown,Unknown,Urban Planning,0.8,5,3,2.26
152,Jacob Garrett,Computer Science,Coding Club,Data Analysis,Programming,Public Speaking,Problem Solving,Unknown,Houston,Senior,Computer Science,2.57,German,English,Japanese,Chinese,French,Space Exploration,0.15,4,5,1.36
153,Steven Klein,History,Sports Team,Artistic,Problem Solving,Data Analysis,Programming,Leadership,Houston,Sophomore,Psychology,2.78,Chinese,Unknown,Unknown,Unknown,Unknown,Sustainable Agriculture,0.12,5,1,1.45
154,Michael Walls,Physics,Art Club,Public Speaking,Data Analysis,Unknown,Unknown,Unknown,Houston,Freshman,Physics,2.63,French,English,Japanese,Unknown,Unknown,Space Exploration,0.1,2,3,1.37
155,Daniel Lester,Computer Science,Coding Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,San Francisco,Freshman,Biology,2.7,Japanese,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.01,1,1,1.36
156,Carol Murray,Biology,Debate Club,Leadership,Programming,Unknown,Unknown,Unknown,Los Angeles,Freshman,History,2.98,Japanese,English,French,Chinese,Spanish,Environmental Sustainability,0.05,2,5,1.52
157,Vincent Klein,Physics,Art Club,Programming,Public Speaking,Problem Solving,Leadership,Artistic,New York,Freshman,Physics,3.59,Spanish,German,English,Japanese,French,Behavioral Economics,0.67,5,5,2.13
158,Christina Nichols,Psychology,Volunteer Group,Leadership,Artistic,Unknown,Unknown,Unknown,San Francisco,Freshman,Mathematics,3.68,Chinese,Japanese,English,Spanish,French,Data Science,0.75,2,5,2.22
159,Mary Vasquez,Psychology,Sports Team,Public Speaking,Artistic,Leadership,Data Analysis,Unknown,Houston,Graduate,Biology,3.86,German,Spanish,English,French,Chinese,Human-Computer Interaction,0.96,4,5,2.41
160,Kevin Hale,History,Sports Team,Artistic,Data Analysis,Programming,Problem Solving,Unknown,Chicago,Junior,Physics,3.34,French,Japanese,English,German,Chinese,Healthcare Management,0.47,4,5,1.9
161,Walter Greene,Psychology,Sports Team,Public Speaking,Leadership,Programming,Unknown,Unknown,Boston,Junior,Mathematics,3.53,French,English,Japanese,Unknown,Unknown,Political Science,0.68,3,3,2.11
162,Devin Sparks,Computer Science,Volunteer Group,Artistic,Problem Solving,Programming,Data Analysis,Unknown,New York,Freshman,Biology,2.04,Spanish,Japanese,Unknown,Unknown,Unknown,Quantum Computing,0.07,4,2,1.06
163,Randy Torres,Psychology,Volunteer Group,Public Speaking,Leadership,Artistic,Programming,Unknown,New York,Graduate,Mathematics,3.6,Chinese,Japanese,German,English,Spanish,Healthcare Management,0.56,4,5,2.08
164,Sean Avery,Physics,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,New York,Sophomore,History,3.38,Chinese,German,Unknown,Unknown,Unknown,Astrophysics,0.44,1,2,1.91
165,Robert Cunningham,History,Music Club,Problem Solving,Data Analysis,Programming,Leadership,Artistic,San Francisco,Junior,Psychology,3.18,English,Unknown,Unknown,Unknown,Unknown,Cybersecurity,0.28,5,1,1.73
166,Elizabeth Maynard,Biology,Sports Team,Data Analysis,Leadership,Problem Solving,Unknown,Unknown,San Francisco,Freshman,Computer Science,3.8,English,Unknown,Unknown,Unknown,Unknown,Cybersecurity,0.74,3,1,2.27
167,Christopher Ochoa,Mathematics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,New York,Freshman,Mathematics,2.31,German,Japanese,Spanish,English,Unknown,Astrophysics,0.12,1,4,1.22
168,Dustin Evans,History,Debate Club,Programming,Leadership,Unknown,Unknown,Unknown,Los Angeles,Freshman,Psychology,3.01,German,English,Chinese,Spanish,French,Political Science,0.36,2,5,1.68
169,Marvin Riley,Computer Science,Art Club,Public Speaking,Programming,Artistic,Data Analysis,Problem Solving,Boston,Senior,Psychology,3.68,Spanish,Unknown,Unknown,Unknown,Unknown,Biomedical Engineering,0.77,5,1,2.23
170,Joshua Yates,Biology,Coding Club,Data Analysis,Leadership,Problem Solving,Public Speaking,Unknown,San Francisco,Senior,Psychology,3.69,Spanish,Chinese,English,German,Japanese,Biomedical Engineering,0.85,4,5,2.27
171,Dana Thomas,Physics,Debate Club,Artistic,Problem Solving,Unknown,Unknown,Unknown,San Francisco,Junior,Psychology,2.83,French,German,Spanish,Chinese,Unknown,Political Science,0.13,2,4,1.48
172,Angela Alvarez,History,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,Los Angeles,Sophomore,History,3.81,French,Unknown,Unknown,Unknown,Unknown,Bioinformatics,0.86,1,1,2.34
173,Jenna Bowman,Physics,Debate Club,Problem Solving,Artistic,Unknown,Unknown,Unknown,Los Angeles,Junior,History,3.19,Spanish,German,Chinese,Unknown,Unknown,Bioinformatics,0.35,2,3,1.77
174,Jennifer Ramsey,Mathematics,Coding Club,Artistic,Data Analysis,Unknown,Unknown,Unknown,New York,Senior,History,2.06,French,Chinese,German,Spanish,Japanese,Astrophysics,0.12,2,5,1.09
175,Aaron Williams,Mathematics,Sports Team,Leadership,Artistic,Programming,Unknown,Unknown,San Francisco,Sophomore,Mathematics,3.97,Chinese,German,Unknown,Unknown,Unknown,Social Sciences,1,3,2,2.49
176,Christopher Goodwin,Psychology,Art Club,Problem Solving,Artistic,Programming,Data Analysis,Public Speaking,San Francisco,Graduate,History,3,German,Japanese,Unknown,Unknown,Unknown,Behavioral Economics,0.25,5,2,1.63
177,Amber Shelton,Biology,Debate Club,Programming,Public Speaking,Problem Solving,Leadership,Data Analysis,Los Angeles,Sophomore,Computer Science,3.27,English,German,Unknown,Unknown,Unknown,Environmental Sustainability,0.49,5,2,1.88
178,Stephanie Mitchell,Biology,Volunteer Group,Data Analysis,Artistic,Public Speaking,Problem Solving,Programming,San Francisco,Graduate,Psychology,2.96,Japanese,Unknown,Unknown,Unknown,Unknown,Cybersecurity,0.23,5,1,1.6
179,Jacob Simmons,Psychology,Debate Club,Problem Solving,Leadership,Public Speaking,Data Analysis,Unknown,Los Angeles,Graduate,Mathematics,3.31,English,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.41,4,1,1.86
180,Erin Washington,Computer Science,Art Club,Problem Solving,Leadership,Programming,Artistic,Public Speaking,Boston,Graduate,Psychology,3.81,German,Chinese,Spanish,English,Japanese,Robotics,0.9,5,5,2.36
181,Danielle Nash,Computer Science,Volunteer Group,Problem Solving,Leadership,Data Analysis,Artistic,Unknown,Los Angeles,Junior,Computer Science,3.53,Spanish,Japanese,English,German,Chinese,Robotics,0.69,4,5,2.11
182,Frank Baker,Biology,Art Club,Programming,Data Analysis,Artistic,Unknown,Unknown,San Francisco,Senior,Psychology,3.9,Spanish,Unknown,Unknown,Unknown,Unknown,Renewable Energy,0.98,3,1,2.44
183,Maria Silva,Computer Science,Volunteer Group,Public Speaking,Leadership,Problem Solving,Programming,Data Analysis,Chicago,Sophomore,Mathematics,3.01,Japanese,Chinese,Spanish,German,English,Nanotechnology,0.34,5,5,1.67
184,Angela Rogers,History,Volunteer Group,Problem Solving,Artistic,Public Speaking,Data Analysis,Leadership,Chicago,Senior,History,3.38,French,German,English,Chinese,Spanish,Astrophysics,0.43,5,5,1.91
185,Patty Walker,History,Music Club,Leadership,Programming,Artistic,Unknown,Unknown,Chicago,Freshman,History,2.93,Japanese,Chinese,Spanish,Unknown,Unknown,Climate Change,0.2,3,3,1.57
186,Charles Perez,Psychology,Coding Club,Artistic,Data Analysis,Public Speaking,Programming,Leadership,Houston,Graduate,Biology,3.18,English,Japanese,German,French,Spanish,Environmental Sustainability,0.36,5,5,1.77
187,Ann Small,Physics,Music Club,Leadership,Programming,Unknown,Unknown,Unknown,San Francisco,Junior,Biology,3.27,Chinese,English,German,Spanish,Japanese,Behavioral Economics,0.52,2,5,1.9
188,Howard Cox,Biology,Music Club,Programming,Data Analysis,Public Speaking,Artistic,Leadership,Houston,Junior,Computer Science,2.77,German,English,Unknown,Unknown,Unknown,Educational Technology,0.08,5,2,1.43
189,Carlos Rodriguez,Mathematics,Coding Club,Programming,Artistic,Data Analysis,Leadership,Unknown,Houston,Sophomore,Biology,3.22,Spanish,English,French,German,Chinese,Cybersecurity,0.52,4,5,1.87
190,Curtis Andrews,Mathematics,Volunteer Group,Programming,Artistic,Unknown,Unknown,Unknown,San Francisco,Freshman,Psychology,3.19,French,English,German,Japanese,Chinese,Environmental Sustainability,0.35,2,5,1.77
191,Jonathan Castro,Computer Science,Volunteer Group,Public Speaking,Data Analysis,Unknown,Unknown,Unknown,Chicago,Sophomore,Mathematics,2.4,German,Spanish,English,Japanese,Unknown,Cognitive Psychology,0.22,2,4,1.31
192,Mary Smith,Biology,Coding Club,Programming,Unknown,Unknown,Unknown,Unknown,Los Angeles,Sophomore,Psychology,3.92,English,French,German,Japanese,Unknown,Astrophysics,1,1,4,2.46
193,Christopher Schmidt,Physics,Art Club,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Junior,Biology,2.19,German,Japanese,Spanish,English,French,Human-Computer Interaction,0.01,1,5,1.1
194,Traci Hughes,Mathematics,Coding Club,Leadership,Unknown,Unknown,Unknown,Unknown,Boston,Sophomore,History,2.01,English,Spanish,Unknown,Unknown,Unknown,Quantum Computing,0.15,1,2,1.08
195,Christopher Barnett,Computer Science,Volunteer Group,Programming,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,Biology,2.12,French,Japanese,Unknown,Unknown,Unknown,Educational Technology,0.18,1,2,1.15
196,Jessica Wood,Biology,Sports Team,Programming,Problem Solving,Data Analysis,Artistic,Public Speaking,Houston,Senior,Physics,3.09,French,Chinese,Japanese,Unknown,Unknown,Environmental Sustainability,0.36,5,3,1.72
197,Melissa Ball,Psychology,Volunteer Group,Leadership,Programming,Unknown,Unknown,Unknown,Chicago,Junior,Biology,2.64,Japanese,Unknown,Unknown,Unknown,Unknown,Human-Computer Interaction,0.1,2,1,1.37
198,David Johnson,Mathematics,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,Psychology,3.61,Japanese,Spanish,French,English,German,Astrophysics,0.83,1,5,2.22
199,Tracie Young,Physics,Music Club,Artistic,Public Speaking,Unknown,Unknown,Unknown,New York,Graduate,History,2.85,English,Chinese,Japanese,German,Spanish,Nanotechnology,0.23,2,5,1.54
200,Robert House,Computer Science,Music Club,Problem Solving,Data Analysis,Leadership,Artistic,Unknown,Boston,Graduate,History,2.58,French,Spanish,German,Japanese,Chinese,Climate Change,0.11,4,5,1.35
201,Louis Cook,Biology,Volunteer Group,Data Analysis,Leadership,Artistic,Problem Solving,Public Speaking,New York,Graduate,Computer Science,2.8,French,Chinese,Unknown,Unknown,Unknown,Human-Computer Interaction,0.08,5,2,1.44
202,Julie Moore,Physics,Music Club,Public Speaking,Artistic,Programming,Data Analysis,Leadership,New York,Freshman,Mathematics,2.14,German,French,Unknown,Unknown,Unknown,Space Exploration,0.12,5,2,1.13
203,Kevin Maxwell,History,Music Club,Leadership,Artistic,Data Analysis,Problem Solving,Public Speaking,Boston,Freshman,History,3.19,Chinese,Spanish,German,French,English,Healthcare Management,0.3,5,5,1.74
204,David Rich,History,Debate Club,Leadership,Problem Solving,Unknown,Unknown,Unknown,Houston,Freshman,Computer Science,2.52,Japanese,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0.12,2,1,1.32
205,Jennifer Lambert,Psychology,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,Chicago,Senior,Computer Science,2.66,French,Spanish,Japanese,German,Unknown,Human-Computer Interaction,0.11,1,4,1.39
206,Micheal Clark,History,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,Boston,Senior,Biology,3.93,French,Spanish,Japanese,Chinese,English,Data Science,0.93,1,5,2.43
207,Luis Cobb,Mathematics,Art Club,Problem Solving,Artistic,Data Analysis,Unknown,Unknown,San Francisco,Junior,Physics,3.48,French,Spanish,German,English,Unknown,Cognitive Psychology,0.62,3,4,2.05
208,Courtney Powell,Physics,Volunteer Group,Data Analysis,Public Speaking,Artistic,Unknown,Unknown,San Francisco,Sophomore,Physics,3.31,Chinese,English,German,Spanish,Japanese,Machine Learning,0.54,3,5,1.93
209,Nathaniel Reynolds,History,Art Club,Problem Solving,Leadership,Artistic,Data Analysis,Public Speaking,Boston,Senior,Computer Science,3.5,French,German,Unknown,Unknown,Unknown,Cognitive Psychology,0.68,5,2,2.09
210,Kyle Garcia,Mathematics,Music Club,Problem Solving,Public Speaking,Programming,Leadership,Unknown,Los Angeles,Junior,Physics,3.76,Japanese,German,French,Unknown,Unknown,Artificial Intelligence,0.78,4,3,2.27
211,Michael Butler,Biology,Music Club,Public Speaking,Programming,Data Analysis,Unknown,Unknown,Los Angeles,Junior,Computer Science,2.69,Japanese,English,Spanish,French,German,Robotics,0.1,3,5,1.4
212,Jenna Hanson,Mathematics,Coding Club,Leadership,Programming,Data Analysis,Artistic,Problem Solving,Los Angeles,Senior,Psychology,2.47,Japanese,Unknown,Unknown,Unknown,Unknown,Cognitive Psychology,0.18,5,1,1.33
213,Daniel Hall,Physics,Sports Team,Public Speaking,Programming,Data Analysis,Unknown,Unknown,Houston,Freshman,Computer Science,3.79,French,German,Japanese,English,Unknown,Blockchain Technology,0.74,3,4,2.27
214,Patrick Martin,Biology,Volunteer Group,Artistic,Unknown,Unknown,Unknown,Unknown,Los Angeles,Freshman,Biology,3.34,English,Japanese,Chinese,Spanish,Unknown,Natural Language Processing,0.52,1,4,1.93
215,Donald Norton,Mathematics,Art Club,Leadership,Artistic,Public Speaking,Programming,Problem Solving,New York,Graduate,History,2.99,French,Japanese,Unknown,Unknown,Unknown,Biomedical Engineering,0.1,5,2,1.55
216,Shelby Hernandez,Mathematics,Volunteer Group,Public Speaking,Artistic,Data Analysis,Leadership,Programming,Boston,Junior,History,3.16,French,Chinese,German,Japanese,Unknown,Robotics,0.26,5,4,1.71
217,Katie Ramirez,Computer Science,Debate Club,Data Analysis,Artistic,Problem Solving,Programming,Public Speaking,New York,Senior,History,2.69,English,Spanish,Unknown,Unknown,Unknown,Biomedical Engineering,0.19,5,2,1.44
218,Dylan Harrison,Biology,Coding Club,Programming,Artistic,Data Analysis,Leadership,Problem Solving,Los Angeles,Sophomore,Biology,3.06,French,Japanese,Chinese,English,Spanish,Nanotechnology,0.35,5,5,1.71
219,Richard Dawson,Computer Science,Art Club,Programming,Problem Solving,Data Analysis,Public Speaking,Artistic,Chicago,Senior,Biology,3.59,Spanish,Japanese,German,Unknown,Unknown,Machine Learning,0.68,5,3,2.14
220,Charles West,Psychology,Art Club,Data Analysis,Leadership,Unknown,Unknown,Unknown,San Francisco,Junior,Biology,3.24,Spanish,English,Japanese,German,French,Blockchain Technology,0.52,2,5,1.88
221,Sarah Woods,Physics,Debate Club,Programming,Data Analysis,Public Speaking,Problem Solving,Unknown,San Francisco,Sophomore,History,2.1,German,Japanese,Spanish,Unknown,Unknown,Artificial Intelligence,0.05,4,3,1.08
